Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Close,High,Low,Open
18/12/2020,"13,00","13,00","13,00","13,00","0,52K","0,00%",13.0,13.0,13.0,13.0
21/12/2020,"13,00","13,00","13,00","13,00","1,72K","0,00%",13.0,13.0,13.0,13.0
22/12/2020,"13,00","13,00","13,00","13,00","10,17K","0,00%",13.0,13.0,13.0,13.0
23/12/2020,"13,00","13,00","13,00","13,00","2,10K","0,00%",13.0,13.0,13.0,13.0
24/12/2020,"13,00","13,00","13,00","13,00","0,56K","0,00%",13.0,13.0,13.0,13.0
28/12/2020,"13,00","13,00","13,00","13,00","1,00K","0,00%",13.0,13.0,13.0,13.0
29/12/2020,"13,00","13,00","13,00","13,00","7,89K","0,00%",13.0,13.0,13.0,13.0
30/12/2020,"13,00","13,00","13,00","13,00","2,46K","0,00%",13.0,13.0,13.0,13.0
04/01/2021,"13,00","13,00","13,00","13,00","1,40K","0,00%",13.0,13.0,13.0,13.0
05/01/2021,"13,00","13,00","13,00","13,00","23,95K","0,00%",13.0,13.0,13.0,13.0
06/01/2021,"13,00","13,00","13,00","13,00","0,09K","0,00%",13.0,13.0,13.0,13.0
07/01/2021,"13,00","13,00","13,00","13,00","7,22K","0,00%",13.0,13.0,13.0,13.0
08/01/2021,"13,00","13,00","13,00","13,00","0,50K","0,00%",13.0,13.0,13.0,13.0
11/01/2021,"13,00","13,00","13,00","13,00","1,12K","0,00%",13.0,13.0,13.0,13.0
12/01/2021,"13,00","13,00","13,00","13,00","1,25K","0,00%",13.0,13.0,13.0,13.0
13/01/2021,"13,00","13,00","13,00","13,00","0,40K","0,00%",13.0,13.0,13.0,13.0
14/01/2021,"13,00","13,00","13,00","13,00","0,56K","0,00%",13.0,13.0,13.0,13.0
15/01/2021,"13,00","13,00","13,00","13,00","5,35K","0,00%",13.0,13.0,13.0,13.0
18/01/2021,"13,00","13,00","13,00","13,00","3,39K","0,00%",13.0,13.0,13.0,13.0
19/01/2021,"13,00","13,00","13,00","13,00","18,84K","0,00%",13.0,13.0,13.0,13.0
20/01/2021,"13,00","13,00","13,00","13,00","5,10K","0,00%",13.0,13.0,13.0,13.0
21/01/2021,"13,00","13,00","13,00","13,00","269,49K","0,00%",13.0,13.0,13.0,13.0
22/01/2021,"13,00","13,00","13,00","13,00","0,14K","0,00%",13.0,13.0,13.0,13.0
26/01/2021,"13,00","13,00","13,00","13,00","8,70K","0,00%",13.0,13.0,13.0,13.0
27/01/2021,"13,00","13,00","13,00","13,00","4,30K","0,00%",13.0,13.0,13.0,13.0
